Label,x,y,z,x acc,y acc,z acc,yaw,pitch,roll,yaw acc,pitch acc,roll acc
DSLR1_IMG_0922.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4960998,8.816923207,6.792429467,0.01,0.01,0.01
DSLR1_IMG_0928.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4671309,9.620125774,4.689171189,0.01,0.01,0.01
DSLR1_IMG_0929.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.3801811,9.86786898,4.307849132,0.01,0.01,0.01
DSLR1_IMG_0930.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.3893156,9.897142593,4.313770277,0.01,0.01,0.01
DSLR1_IMG_0931.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4310917,9.922092738,4.309555059,0.01,0.01,0.01
DSLR1_IMG_0932.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4368475,9.964753136,4.305887732,0.01,0.01,0.01
DSLR1_IMG_0933.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4496459,9.809238845,4.659256024,0.01,0.01,0.01
DSLR1_IMG_0934.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.540229,8.80515811,6.710146059,0.01,0.01,0.01
DSLR1_IMG_0940.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4461419,9.959440452,3.918285006,0.01,0.01,0.01
DSLR1_IMG_0952.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.442941,9.946965671,3.896449026,0.01,0.01,0.01
DSLR1_IMG_0953.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.3562866,9.890711288,4.300790821,0.01,0.01,0.01
DSLR1_IMG_0954.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.3875718,9.895418467,4.309294567,0.01,0.01,0.01
DSLR1_IMG_0955.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.400255,9.924328227,4.305696996,0.01,0.01,0.01
DSLR1_IMG_0965.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.360366,9.881859286,4.316685635,0.01,0.01,0.01
DSLR1_IMG_0966.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.3993148,9.883422121,4.29794272,0.01,0.01,0.01
DSLR1_IMG_0968.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4321632,9.947702808,4.32407061,0.01,0.01,0.01
DSLR1_IMG_0969.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.5910165,10.08561361,4.240725821,0.01,0.01,0.01
DSLR1_IMG_0977.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.355394,9.866546575,4.289596533,0.01,0.01,0.01
DSLR1_IMG_0978.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.378622,9.859498684,4.315723167,0.01,0.01,0.01
DSLR1_IMG_0979.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.3862532,9.870887312,4.272339689,0.01,0.01,0.01
DSLR1_IMG_0980.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4937016,9.911089653,4.09299923,0.01,0.01,0.01
DSLR1_IMG_0982.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4629596,9.880383224,4.52353926,0.01,0.01,0.01
DSLR1_IMG_0990.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.3716402,9.828094363,4.269982603,0.01,0.01,0.01
DSLR1_IMG_0992.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4657809,9.985196638,4.294613192,0.01,0.01,0.01
DSLR1_IMG_1002.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.3869092,9.844607639,4.276310033,0.01,0.01,0.01
DSLR1_IMG_1004.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4138114,9.941185652,4.308764414,0.01,0.01,0.01
DSLR1_IMG_1012.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.3426508,10.27193112,3.114017365,0.01,0.01,0.01
DSLR1_IMG_1013.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.3681381,9.818739723,4.280456715,0.01,0.01,0.01
DSLR1_IMG_1014.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.3760552,9.861192572,4.277146796,0.01,0.01,0.01
DSLR1_IMG_1015.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.383855,9.88163254,4.274813943,0.01,0.01,0.01
DSLR1_IMG_1016.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4135608,9.922104854,4.272341531,0.01,0.01,0.01
DSLR1_IMG_1017.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4216359,9.947519571,4.300517354,0.01,0.01,0.01
DSLR1_IMG_1025.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.3520611,9.84596327,4.241607489,0.01,0.01,0.01
DSLR1_IMG_1026.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.3573933,9.865074646,4.283991634,0.01,0.01,0.01
DSLR1_IMG_1028.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4369471,9.90408705,4.260427386,0.01,0.01,0.01
DSLR1_IMG_1029.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.3710055,9.932312672,4.307719336,0.01,0.01,0.01
DSLR1_IMG_1037.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.3470231,9.873807831,4.225111073,0.01,0.01,0.01
DSLR1_IMG_1038.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.3629164,9.863420875,4.281350755,0.01,0.01,0.01
DSLR1_IMG_1041.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4180138,9.959231753,4.261677474,0.01,0.01,0.01
DSLR1_IMG_1049.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.3496359,9.841619145,4.276776357,0.01,0.01,0.01
DSLR1_IMG_1050.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.3888152,9.911594976,4.284930542,0.01,0.01,0.01
DSLR1_IMG_1051.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.3670586,9.857290346,4.261123156,0.01,0.01,0.01
DSLR1_IMG_1052.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.3772054,9.924093808,4.291462423,0.01,0.01,0.01
DSLR1_IMG_1053.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.3932961,9.958848137,4.273234473,0.01,0.01,0.01
DSLR1_IMG_1061.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4879622,10.72891352,5.653306983,0.01,0.01,0.01
DSLR1_IMG_1062.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4879622,10.72891352,5.653306983,0.01,0.01,0.01
DSLR1_IMG_1064.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.3444607,9.877107433,4.218320217,0.01,0.01,0.01
DSLR1_IMG_1074.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.3307685,10.00357954,2.960466542,0.01,0.01,0.01
DSLR1_IMG_1075.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.3048082,10.0665244,2.655957287,0.01,0.01,0.01
DSLR1_IMG_1097.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.3677317,9.688841803,4.695400429,0.01,0.01,0.01
DSLR1_IMG_1099.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.3720958,9.89934059,4.321810374,0.01,0.01,0.01
DSLR1_IMG_1100.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.3848171,9.923090391,4.279231279,0.01,0.01,0.01
DSLR1_IMG_1114.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4879622,10.72891352,5.653306983,0.01,0.01,0.01
DSLR1_IMG_1124.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.3387536,10.01001605,3.095056973,0.01,0.01,0.01
DSLR1_IMG_1147.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.3688094,9.911335956,4.271240626,0.01,0.01,0.01
DSLR1_IMG_1148.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4163978,9.950301528,4.33697859,0.01,0.01,0.01
DSLR1_IMG_1157.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4063771,9.679439483,4.646772971,0.01,0.01,0.01
DSLR1_IMG_1158.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.3372456,9.796135694,4.245287141,0.01,0.01,0.01
DSLR1_IMG_1159.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.3418867,9.890523791,4.245447833,0.01,0.01,0.01
DSLR1_IMG_1160.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.3833756,9.959537976,4.276488286,0.01,0.01,0.01
DSLR1_IMG_1172.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4237832,9.794951338,4.519571388,0.01,0.01,0.01
DSLR1_IMG_1182.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.3911531,9.679178134,4.740193657,0.01,0.01,0.01
DSLR1_IMG_1205.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.2421043,10.24422551,1.625787907,0.01,0.01,0.01
DSLR1_IMG_1207.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.3420694,9.909180809,4.27450054,0.01,0.01,0.01
DSLR1_IMG_1219.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.3393603,9.872880563,4.284712541,0.01,0.01,0.01
DSLR1_IMG_1221.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.3570938,9.914416418,4.281572624,0.01,0.01,0.01
DSLR1_IMG_1229.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4879622,10.72891352,5.653306983,0.01,0.01,0.01
DSLR1_IMG_1230.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.356665,9.828981007,4.330023682,0.01,0.01,0.01
DSLR1_IMG_1231.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.3634832,9.965516521,3.270617043,0.01,0.01,0.01
DSLR1_IMG_1232.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.3267753,9.905497502,4.280383588,0.01,0.01,0.01
DSLR1_IMG_1253.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4879622,10.72891352,5.653306983,0.01,0.01,0.01
DSLR1_IMG_1268.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4879622,10.72891352,5.653306983,0.01,0.01,0.01
DSLR1_IMG_1277.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4879622,10.72891352,5.653306983,0.01,0.01,0.01
DSLR1_IMG_1278.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4879622,10.72891352,5.653306983,0.01,0.01,0.01
DSLR1_IMG_1292.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.3366924,9.89063514,4.297344361,0.01,0.01,0.01
DSLR1_IMG_1293.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.3399602,9.935620164,4.254505134,0.01,0.01,0.01
DSLR1_IMG_1303.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.5038149,9.434718641,5.970579835,0.01,0.01,0.01
DSLR1_IMG_1314.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4014315,9.664077484,4.564215015,0.01,0.01,0.01
DSLR1_IMG_1326.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.2938179,9.85749541,4.28065506,0.01,0.01,0.01
DSLR1_IMG_1327.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.3327668,9.895517006,4.291498502,0.01,0.01,0.01
DSLR1_IMG_1338.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.2688641,9.939714628,2.72059525,0.01,0.01,0.01
DSLR1_IMG_1339.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.3373281,9.909250754,4.29252933,0.01,0.01,0.01
DSLR1_IMG_1341.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4039201,9.853375496,4.645140886,0.01,0.01,0.01
DSLR1_IMG_1351.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.3106169,9.816380619,4.28064839,0.01,0.01,0.01
DSLR1_IMG_1352.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.2541652,10.54806338,2.612088076,0.01,0.01,0.01
DSLR1_IMG_1362.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.2026272,9.855385471,4.140227063,0.01,0.01,0.01
DSLR1_IMG_1364.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.2764875,9.96404907,4.250355428,0.01,0.01,0.01
DSLR1_IMG_1374.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.2443042,9.845472475,4.252296834,0.01,0.01,0.01
DSLR1_IMG_1375.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.2568743,9.837748863,4.280170531,0.01,0.01,0.01
DSLR1_IMG_1397.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.2467387,9.989289952,2.684852235,0.01,0.01,0.01
DSLR1_IMG_1400.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.255335,9.88203902,4.212280411,0.01,0.01,0.01
DSLR1_IMG_1409.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.2438614,9.867228697,4.185557253,0.01,0.01,0.01
DSLR1_IMG_1411.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.264463,9.927993094,4.236647204,0.01,0.01,0.01
DSLR1_IMG_1423.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.3029246,9.825143313,4.191116442,0.01,0.01,0.01
DSLR1_IMG_1424.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.1273868,10.37426059,0.892204871,0.01,0.01,0.01
DSLR1_IMG_1433.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.2611489,9.962161346,2.83677621,0.01,0.01,0.01
DSLR1_IMG_1433.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.2611489,9.962161346,2.83677621,0.01,0.01,0.01
DSLR1_IMG_1434.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.2163781,9.908887351,4.201130977,0.01,0.01,0.01
DSLR1_IMG_1445.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.800024,10.87521359,7.431086056,0.01,0.01,0.01
DSLR1_IMG_1447.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.2447317,9.910891145,4.221244703,0.01,0.01,0.01
DSLR1_IMG_1448.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.3189245,9.965408259,4.237806344,0.01,0.01,0.01
DSLR1_IMG_1457.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.2717977,9.840348585,4.070740588,0.01,0.01,0.01
DSLR1_IMG_1459.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.2762133,9.904516229,4.242694542,0.01,0.01,0.01
DSLR1_IMG_1461.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.3360205,9.904672382,4.362837049,0.01,0.01,0.01
DSLR1_IMG_1469.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4879622,10.72891352,5.653306983,0.01,0.01,0.01
DSLR1_IMG_1470.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.2213241,9.845431173,4.237048461,0.01,0.01,0.01
DSLR1_IMG_1471.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.2275725,9.939208794,4.185124016,0.01,0.01,0.01
DSLR1_IMG_1472.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.3844334,9.718797603,4.577983034,0.01,0.01,0.01
DSLR1_IMG_1473.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.3276751,9.729516618,4.7175261,0.01,0.01,0.01
DSLR1_IMG_1483.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.2421397,9.913965725,4.244552168,0.01,0.01,0.01
DSLR1_IMG_1494.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4879622,10.72891352,5.653306983,0.01,0.01,0.01
DSLR1_IMG_1495.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.372774,9.715591072,4.053562304,0.01,0.01,0.01
DSLR1_IMG_1495.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.372774,9.715591072,4.053562304,0.01,0.01,0.01
DSLR1_IMG_1518.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.3672279,9.72879845,3.964960233,0.01,0.01,0.01
DSLR1_IMG_1519.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.3657494,9.74196168,3.979696388,0.01,0.01,0.01
DSLR1_IMG_1529.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.3644842,9.724181674,3.965142555,0.01,0.01,0.01
DSLR1_IMG_1530.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.2926673,9.81402565,3.837696969,0.01,0.01,0.01
DSLR1_IMG_1531.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.2918988,9.812864258,4.056929299,0.01,0.01,0.01
DSLR1_IMG_1532.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.2425419,9.871621206,4.15534233,0.01,0.01,0.01
DSLR1_IMG_1543.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.2229737,9.858254103,4.213160247,0.01,0.01,0.01
